1.13688477e-03,1.13371918e-04,1.00874196e-04,5.48609878e-03
2.27642045e-03,1.34133848e-03,5.50902230e-04,9.57230196e-05
5.04455412e-04,7.81565893e-04,5.42315550e-04,3.80334095e-06
1.34622459e-04,3.77410625e-04,4.22225688e-04,1.05150129e-06
